,dc_creator,dc_title,dc:publisher,dc_source,dc_identifier
14671,"Hoffmann-Krayer, E.",Allerhand Weihnachtsglauben aus der Schweiz,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '6', '1916', '12', None, '89']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1916:6::188', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1916:6::188', 'doi:10.5169/seals-1004973']"
14672,"Wuhrmann, Willy",Ein Spruch wider die Gicht,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '6', '1916', '12', None, '98']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1916:6::191', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1916:6::191', 'doi:10.5169/seals-1004974']"
14673,"Held, M.",Die Silbersänger im Prätigau,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '9', '1919', '1-4', None, '2']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1919:9::94', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1919:9::94', 'doi:10.5169/seals-1005033']"
14674,"Müller, Jos.",Mittel gegen die hagelbrauenden Hexen,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '9', '1919', '1-4', None, '4']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1919:9::95', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1919:9::95', 'doi:10.5169/seals-1005034']"
14675,"Müller, Jos.",Wetterkündendes Gespenst,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '9', '1919', '1-4', None, '4']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1919:9::99', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1919:9::99', 'doi:10.5169/seals-1005035']"
14676,"Müller, Jos.",Vom Regenbogen,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '9', '1919', '1-4', None, '5']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1919:9::102', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1919:9::102', 'doi:10.5169/seals-1005036']"
14677,"Merz, Carl","""Hüett dich vor valtschem Eydt!""",Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '9', '1919', '1-4', None, '5']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1919:9::105', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1919:9::105', 'doi:10.5169/seals-1005037']"
14678,"Gabbud, M.",Carnet du folk-loriste : croyances et superstitions valaisannes,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '9', '1919', '1-4', None, '7']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1919:9::115', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1919:9::115', 'doi:10.5169/seals-1005038']"
14679,"Roux, Jean",Blanc Farinier,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '9', '1919', '1-4', None, '8']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1919:9::118', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1919:9::118', 'doi:10.5169/seals-1005039']"
14680,"Krebs, M.",Zum Lenzburger Joggelilied,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '9', '1919', '1-4', None, '8']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1919:9::120', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1919:9::120', 'doi:10.5169/seals-1005040']"
14681,"Fridelance, F.",Proverbes Jurassiens,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '9', '1919', '5-8', None, '21']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1919:9::144', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1919:9::144', 'doi:10.5169/seals-1005041']"
14682,"Schmid, E.",Volkstümliche Wetterkunde aus dem Kt. Thurgau,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '9', '1919', '5-8', None, '23']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1919:9::148', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1919:9::148', 'doi:10.5169/seals-1005042']"
14683,"Gassmann, A.L.","Zur Geschichte von Ziböris ""Soldateliedli""",Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '9', '1919', '5-8', None, '26']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1919:9::151', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1919:9::151', 'doi:10.5169/seals-1005043']"
14684,"Müller, J.",Ausdrücke beim Kartenspiel im Kanton Uri,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '9', '1919', '5-8', None, '32']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1919:9::158', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1919:9::158', 'doi:10.5169/seals-1005044']"
14685,"Gabbud, M.",Carnet du folkloriste [suite],Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '9', '1919', '5-8', None, '33']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1919:9::163', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1919:9::163', 'doi:10.5169/seals-1005045']"
14686,"Heuberger, S.",Zur Geschichte der Schützengaben,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '9', '1919', '5-8', None, '35']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1919:9::168', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1919:9::168', 'doi:10.5169/seals-1005046']"
14687,"Bächtold, Hanns",Die falsche Braut,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '1-2', None, '3']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::118', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::118', 'doi:10.5169/seals-1005166']"
14688,"Geiger, Paul",Volkskundliche Splitter aus Eschlikon (Kt. Thurgau),Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '1-2', None, '4']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::121', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::121', 'doi:10.5169/seals-1005167']"
14689,"Geiger, Paul",Zum Pflanzenaberglauben,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '1-2', None, '5']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::124', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::124', 'doi:10.5169/seals-1005168']"
14690,"Stoecklin, Adele",Arbeitslieder,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '1-2', None, '6']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::127', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::127', 'doi:10.5169/seals-1005169']"
14691,"Manz, W.",Haussprüche,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '1-2', None, '9']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::131', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::131', 'doi:10.5169/seals-1005170']"
14692,"Gabbud, M.","L'homme, le lézard vert et le serpent",Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '1-2', None, '12']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::143', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::143', 'doi:10.5169/seals-1005171']"
14693,"Hoffmann-Krayer, E.",Die Pest,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '3-4', None, '17']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::152', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::152', 'doi:10.5169/seals-1005172']"
14694,"Bächtold, Hanns",Volkskundliche Splitter,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '3-4', None, '22']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::159', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::159', 'doi:10.5169/seals-1005173']"
14695,"Gabbud, M.",Les Diablats à Médières,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '3-4', None, '23']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::163', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::163', 'doi:10.5169/seals-1005174']"
14696,"Rossat, A.",Les Chansons du travail,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '3-4', None, '25']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::164', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::164', 'doi:10.5169/seals-1005175']"
14697,"Millioud, A.",La fin de la sorcellerie,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '3-4', None, '26']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::167', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::167', 'doi:10.5169/seals-1005176']"
14698,"Dumur, B.",Historiettes vaudoises,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '5', None, '33']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::185', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::185', 'doi:10.5169/seals-1005177']"
14699,"Pellandini, Vittore",Miscellanea,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '5', None, '34']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::188', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::188', 'doi:10.5169/seals-1005178']"
14700,"Bächtold, Hanns",Es zogen drei Bursche wohl über den Rhein,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '5', None, '36']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::198', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::198', 'doi:10.5169/seals-1005179']"
14701,"Altwegg, W.",Es zogen drei Bursche wohl über den Rhein,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '6-9', None, '69']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::218', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::218', 'doi:10.5169/seals-1005180']"
14702,"Dumur, B.",Formules d'élimination,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '6-9', None, '69']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::221', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::221', 'doi:10.5169/seals-1005181']"
14703,Stutz,Nidelnacht,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '10', None, '73']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::229', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::229', 'doi:10.5169/seals-1005182']"
14704,"Pellandini, Vittore",Spigolature di folklore ticinese,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '10', None, '74']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::232', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::232', 'doi:10.5169/seals-1005183']"
14705,"Tappolet, E.",Noch einiges vom Hypokras,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '10', None, '76']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::235', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::235', 'doi:10.5169/seals-1005184']"
14706,"Hoffmann-Krayer, E.",Martinstag (11. November),Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '11', None, '81']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::248', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::248', 'doi:10.5169/seals-1005185']"
14707,"Geiger, P.",Kleine Notizen aus Eschlikon (Thurgau),Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '11', None, '84']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::249', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::249', 'doi:10.5169/seals-1005186']"
14708,"Hoffmann-Krayer, E.",Winterdämonen in der Schweiz,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '1', '1911', '12', None, '89']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1911:1::263', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1911:1::263', 'doi:10.5169/seals-1005187']"
14709,"Bovet, J.",Les chansons populaires recueillies dans la Suisse romande,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '8', '1918', '1-2', None, '1']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1918:8::89', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1918:8::89', 'doi:10.5169/seals-1005103']"
14710,"Weis, A.M.",Ein alter Brauch bei Versteigerungen,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '8', '1918', '1-2', None, '7']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1918:8::93', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1918:8::93', 'doi:10.5169/seals-1005104']"
14711,"Weis, A.M.",Eine Walliser Ortsneckerei,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '8', '1918', '1-2', None, '8']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1918:8::94', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1918:8::94', 'doi:10.5169/seals-1005105']"
14712,"Keller-Ris, J.",Zum Lenzburger Joggelilied,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '8', '1918', '1-2', None, '8']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1918:8::104', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1918:8::104', 'doi:10.5169/seals-1005106']"
14713,"Corrodi-Sulzer, A.",Eine wahre und abprobierte Kunst in Feuers-Brünsten und Pestelenz-Zeit nützlich zu gebrauchen,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '8', '1918', '1-2', None, '9']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1918:8::106', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1918:8::106', 'doi:10.5169/seals-1005107']"
14714,"Müller, Josef",Über Römer- oder Bauernzahlen in Uri,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '8', '1918', '3-4', None, '13']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1918:8::115', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1918:8::115', 'doi:10.5169/seals-1005108']"
14715,"Müller, Josef",Volkstümliches aus dem Kirchenbüchlein der Pfarrkirche Altdorf aus dem Jahre 1635,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '8', '1918', '3-4', None, '15']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1918:8::118', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1918:8::118', 'doi:10.5169/seals-1005109']"
14716,"Gerold, Théodore",La chanson populaire de la Suisse romande et les publications d'Arthur Rossat,Schweizerische Gesellschaft für Volkskunde,"['Schweizer Volkskunde : Korrespondenzblatt der Schweizerischen Gesellschaft für Volkskunde', '201211-X', '0048-9522', '8', '1918', '5-10', None, '27']","['https://www.e-periodica.ch/digbib/view?pid=sgv-001:1918:8::132', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-001:1918:8::132', 'doi:10.5169/seals-1005110']"
